seq_orgao;cod_municipio;cod_orgao;seq_unidade;cod_unidade;cod_subunidade;num_anoexercicio;num_mesexercicio;dsc_funcao;dsc_subfuncao;dsc_programa;dsc_acao;dsc_subacao;dsc_naturezadespesa;dsc_fonterecurso;dsc_cod_orcamentario;vlr_previsto;vlr_acrescimo;vlr_deducao;vlr_empenhado;vlr_liquidado;vlr_pago;vlr_rspprocessado;vlr_rspnprocessado
2171;3171303;04;261127;4001;-9;2018;10;04 - ADMINISTRAÇÃO;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;6001 - MANUTENCAO DAS ATIVIDADES DA ADMINISTRACAO;;3.3.90.39.08 - MANUTENÇÃO DE SOFTWARE;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;3277.02;7140.69;11004.36;-3863.67;-3863.67
2169;3171303;02;261146;2002;2;2018;5;04 - ADMINISTRAÇÃO;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;2004 - MANUTENCAO DAS ATIV DA SEC DE ADMINISTRACAO;;3.1.90.13.99 - OUTRAS OBRIGAÇÕES;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;12653.35;17270.67;0;17270.67;-4617.32
2169;3171303;02;261159;2004;1;2018;12;12 - EDUCAÇÃO;365 - EDUCAÇÃO INFANTIL;0001 - APOIO ADMINISTRATIVO;2009 - MANUT DAS ATIVIDADES DO ENSINO INFANTIL  PESSOAL;;3.1.91.13.00 - OBRIGAÇÕES PATRONAIS;101 - RECEITAS DE IMPOSTOS E DE TRANSFERÊNCIAS DE IMPOSTOS VINCULADOS À EDUCAÇÃO;NÃO INFORMADO;0;0;8500;0;0;0;0;0
2172;3171303;05;261145;5001;2;2018;10;09 - PREVIDÊNCIA SOCIAL;122 - ADMINISTRAÇÃO GERAL;0403 - GESTAO ADMINISTRATIVA DO FUNDO PREVIDENCIARIO;8011 - MANUTENCAO DO COMITE DE INVEST E CONSELHOS  FP;;3.3.90.93.03 - OUTRAS INDENIZAÇÕES E RESTITUIÇÕES;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;0;159.7;159.7;0;-159.7
2169;3171303;02;261108;2005;-9;2018;1;15 - URBANISMO;451 - INFRA-ESTRUTURA URBANA;0029 - MELHORAR PLANEJAMENTO E SERVICOS URBANOS DA CIDADE;1037 - AQUISICAOCONSTRUCAO CAPELA MORTUARIA;;4.5.90.61.00 - AQUISIÇÃO DE IMÓVEIS;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;20000;0;0;0;0;0;0;0
2170;3171303;03;261130;3004;-9;2018;10;17 - SANEAMENTO;512 - SANEAMENTO BÁSICO URBANO;0448 - SERVICOS DE LIMPEZA E RESIDUOS SOLIDOS;8504 - MANUTENCAO SERVICOS LIMPEZA DO MUNICIPIO;;3.3.90.39.16 - MANUTENÇÃO E CONSERVAÇÃO DE VEÍCULOS;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;5600;0;1234.8;-1234.8;5600
2169;3171303;02;261108;2005;-9;2018;1;15 - URBANISMO;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;2013 - MANUT DO SUBSIDIO DO SECRETARIO DE OBRAS;;3.1.90.11.00 - VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;88900;0;0;0;0;0;0;0
2169;3171303;02;261156;2007;2;2018;2;08 - ASSISTÊNCIA SOCIAL;244 - ASSISTÊNCIA COMUNITÁRIA;0025 - ASSISTIR AS FAMILIAS CARENTES DE VICOSA;2155 - MANUTDO PISO SOCIAL ESPECIAL DE MEDIA COMPLEXIDAD;;3.3.90.36.14 - LOCAÇÃO DE IMÓVEIS;129 - TRANSFERÊNCIAS DE RECURSOS DO FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL (FNAS);NÃO INFORMADO;0;0;0;0;736;736;0;-736
2169;3171303;02;261169;2004;2;2018;11;12 - EDUCAÇÃO;306 - ALIMENTAÇÃO E NUTRIÇÃO;0014 - GARANTIR MERENDA PARA OS ALUNOS DA REDE PUBLICA;2085 - MANUT DA MERENDA ESCOLAR ENSINO FUNDAMENTALRP;;3.3.90.30.07 - GÊNEROS DE ALIMENTAÇÃO;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;0;0;47349.89;-47349.89;0
2171;3171303;04;261127;4001;-9;2018;9;04 - ADMINISTRAÇÃO;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;6003 - HOMENAGENS, RECEPCOES E FESTIVIDADES;;3.3.90.30.07 - GÊNEROS DE ALIMENTAÇÃO;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;298.4;298.4;298.4;0;0
2168;3171303;01;261138;1004;-9;2018;7;01 - LEGISLATIVA;031 - AÇÃO LEGISLATIVA;0101 - PROCESSO LEGISLATIVO;4021 - CONVÊNIO COM  POLÍCIA CIVIL (CEI);;3.3.90.36.00 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;5000;0;0;0;0;0
2169;3171303;02;261140;2003;2;2018;5;10 - SAÚDE;302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;0010 - PROMOVER ASSISTENCIA HOSPITALAR E AMBULATORIAL;2082 - MANUTDAS ATIIV DO CENTESTATENCAO ESPECIALIZADA;;3.3.90.36.00 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;155 - TRANSFERÊNCIAS DE RECURSOS DO FUNDO ESTADUAL DE SAÚDE;NÃO INFORMADO;0;2000;0;0;0;0;0;0
2169;3171303;02;261153;2017;2;2018;1;19 - CIÊNCIA E TECNOLOGIA;661 - PROMOÇÃO INDUSTRIAL;0019 - INCENTIVO A INDUSTRIALIZACAO;2100 - APOIO AO DISTRITO INDUSTRIAL;;3.3.90.36.00 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;1000;0;0;0;0;0;0;0
2169;3171303;02;261165;2003;3;2018;10;10 - SAÚDE;244 - ASSISTÊNCIA COMUNITÁRIA;0001 - APOIO ADMINISTRATIVO;2119 - MANUTENCAO DO COMAD;;3.3.90.36.00 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;5000;0;0;0;0;0
2169;3171303;02;261168;2004;3;2018;7;12 - EDUCAÇÃO;361 - ENSINO FUNDAMENTAL;0001 - APOIO ADMINISTRATIVO;2010 - REM DE DOC PROFISSIONAIS DA EDUCACAO;;3.1.91.13.04 - OBRIGAÇÕES PATRONAIS REFERENTES AO FUNDEB (MÍNIMO DE 60%);118 - TRANSFERÊNCIAS DO FUNDEB PARA APLICAÇÃO NA REMUNERAÇÃO DOS PROFISSIONAIS DO MAGISTÉRIO EM EFETIVO EXERCÍCIO NA EDUCAÇÃO BÁSICA;NÃO INFORMADO;0;0;0;45934.53;45934.53;0;45934.53;0
2170;3171303;03;261130;3004;-9;2018;1;17 - SANEAMENTO;512 - SANEAMENTO BÁSICO URBANO;0448 - SERVICOS DE LIMPEZA E RESIDUOS SOLIDOS;8504 - MANUTENCAO SERVICOS LIMPEZA DO MUNICIPIO;;3.3.90.39.53 - SEGUROS EM GERAL;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;1947.41;0;0;0;1947.41
2169;3171303;02;261140;2003;2;2018;2;10 - SAÚDE;303 - SUPORTE PROFILÁTICO E TERAPÊUTICO;0011 - GARANTIR O ACESSO DA POPULACAO AOS MEDICAMENTOS;2075 - MANUT DA FARMACIA BASICA;;3.3.90.32.99 - OUTROS MATERIAIS, BENS OU SERVIÇOS PARA DISTRIBUIÇÃO GRATUITA;151 - TRANSFERÊNCIAS DE RECURSOS DO SUS PARA ASSISTÊNCIA FARMACÊUTICA;NÃO INFORMADO;0;0;0;136979.17;0;0;0;136979.17
2169;3171303;02;261169;2004;2;2018;3;12 - EDUCAÇÃO;361 - ENSINO FUNDAMENTAL;0016 - ATENDIMENTO E DESENVOLVIMENTO ENSINO FUNDAMENTAL;2088 - MANUT DO TRANSPORTE ESCOLAR  PNATE;;3.3.90.39.57 - TRANSPORTE ESCOLAR;145 - TRANSFERÊNCIAS DE RECURSOS DO FNDE REFERENTES AO PROGRAMA NACIONAL DE APOIO AO TRANSPORTE ESCOLAR (PNATE);NÃO INFORMADO;0;0;0;0;8485;8485;0;-8485
2169;3171303;02;261119;2012;-9;2018;6;04 - ADMINISTRAÇÃO;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;2049 - MANUT DOS BENSSERV DA SECRETARIA DE FAZENDA;;3.3.90.35.99 - OUTROS SERVIÇOS DE CONSULTORIA E ASSESSORIA;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;0;28440;14220;14220;-28440
2169;3171303;02;261156;2007;2;2018;12;08 - ASSISTÊNCIA SOCIAL;244 - ASSISTÊNCIA COMUNITÁRIA;0025 - ASSISTIR AS FAMILIAS CARENTES DE VICOSA;2120 - MANUT DO PROGRAMA BOLSA FAMILIA;;3.3.90.49.00 - AUXÍLIO-TRANSPORTE;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;428.6;0;432;432;432;0;0
2169;3171303;02;261119;2012;-9;2018;8;04 - ADMINISTRAÇÃO;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;2049 - MANUT DOS BENSSERV DA SECRETARIA DE FAZENDA;;3.3.90.39.33 - SERVIÇOS DE COMUNICAÇÃO EM GERAL;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;2097.88;0;0;0;2097.88
2169;3171303;02;261153;2017;2;2018;6;19 - CIÊNCIA E TECNOLOGIA;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;2129 - MANUTDOS BENSSERVICOS DA SEC DESENVCIENCIA TEC;;3.3.90.30.17 - MATERIAL DE PROCESSAMENTO DE DADOS;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;1055;0;0;0;1055
2169;3171303;02;261156;2007;2;2018;4;08 - ASSISTÊNCIA SOCIAL;244 - ASSISTÊNCIA COMUNITÁRIA;0025 - ASSISTIR AS FAMILIAS CARENTES DE VICOSA;2155 - MANUTDO PISO SOCIAL ESPECIAL DE MEDIA COMPLEXIDAD;;3.3.90.14.04 - DIÁRIAS DE SECRETÁRIOS;129 - TRANSFERÊNCIAS DE RECURSOS DO FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL (FNAS);NÃO INFORMADO;0;0;0;0;773.17;773.17;0;-773.17
2170;3171303;03;261131;3001;-9;2018;4;17 - SANEAMENTO;122 - ADMINISTRAÇÃO GERAL;0021 - INCENTIVO AO TURISMO NO MUNICIPIO;8501 - MANUTENCAO DOS SERVICOS ADMINISTRATIVOS;;3.3.90.36.07 - ESTAGIÁRIOS;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;9500;2755;2755;0;6745
2169;3171303;02;261156;2007;2;2018;3;08 - ASSISTÊNCIA SOCIAL;244 - ASSISTÊNCIA COMUNITÁRIA;0025 - ASSISTIR AS FAMILIAS CARENTES DE VICOSA;2154 - MANUTENCAO DO BLOCO PISO SOCIAL BASICO;;3.3.90.39.64 - SERVIÇOS BANCÁRIOS;129 - TRANSFERÊNCIAS DE RECURSOS DO FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL (FNAS);NÃO INFORMADO;0;0;0;0;24.24;24.24;0;-24.24
2169;3171303;02;261169;2004;2;2018;1;12 - EDUCAÇÃO;361 - ENSINO FUNDAMENTAL;0016 - ATENDIMENTO E DESENVOLVIMENTO ENSINO FUNDAMENTAL;2133 - MANUTENCAO DA BIBLIOTECA MUNICIPAL;;3.3.90.30.00 - MATERIAL DE CONSUMO;101 - RECEITAS DE IMPOSTOS E DE TRANSFERÊNCIAS DE IMPOSTOS VINCULADOS À EDUCAÇÃO;NÃO INFORMADO;5000;0;0;0;0;0;0;0
2169;3171303;02;261169;2004;2;2018;7;12 - EDUCAÇÃO;361 - ENSINO FUNDAMENTAL;0016 - ATENDIMENTO E DESENVOLVIMENTO ENSINO FUNDAMENTAL;2090 - MANUT DAS ATIVIDADES DO ENSINO FUNDAMENTAL  QESE;;3.3.90.36.42 - TRANSPORTE ESCOLAR;147 - TRANSFERÊNCIA DO SALÁRIO-EDUCAÇÃO;NÃO INFORMADO;0;0;0;0;54291.76;33154.88;21136.88;-54291.76
2169;3171303;02;261140;2003;2;2018;8;10 - SAÚDE;301 - ATENÇÃO BÁSICA;0008 - PROMOVER O ACESSO DA POPULACAO NA SAUDE BASICA;2091 - MANUTENCAO DAS ATIVIDADES DE SAUDE BUCAL;;3.3.90.30.00 - MATERIAL DE CONSUMO;148 - TRANSFERÊNCIAS DE RECURSOS DO SUS PARA ATENÇÃO BÁSICA;NÃO INFORMADO;0;0;50000;0;0;0;0;0
2169;3171303;02;261156;2007;2;2018;1;08 - ASSISTÊNCIA SOCIAL;244 - ASSISTÊNCIA COMUNITÁRIA;0025 - ASSISTIR AS FAMILIAS CARENTES DE VICOSA;2153 - MANUTENCAO DO PROGRAMA ACESSUAS;;3.3.90.30.00 - MATERIAL DE CONSUMO;129 - TRANSFERÊNCIAS DE RECURSOS DO FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL (FNAS);NÃO INFORMADO;30000;0;0;0;0;0;0;0
2169;3171303;02;261168;2004;3;2018;10;12 - EDUCAÇÃO;361 - ENSINO FUNDAMENTAL;0000 - ENCARGOS ESPECIAIS;0010 - TRANSF DE REC DO FUNDEB A ENTIDADES CONVENIADAS;;3.3.50.41.00 - CONTRIBUIÇÕES;119 - TRANSFERÊNCIAS DO FUNDEB PARA APLICAÇÃO EM OUTRAS DESPESAS DA EDUCAÇÃO BÁSICA;NÃO INFORMADO;0;0;0;0;306048.21;306048.21;0;-306048.21
2169;3171303;02;261108;2005;-9;2018;10;15 - URBANISMO;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;2014 - MANUT DAS ATIVIDADES DA SEC DE OBRAS  PESSOAL;;3.1.91.13.02 - CONTRIBUIÇÃO PATRONAL PARA O RPPS (EXCETO A INCIDENTE SOBRE O FUNDEB);100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;46925.29;46925.29;0;46925.29;0
2169;3171303;02;261153;2017;2;2018;12;19 - CIÊNCIA E TECNOLOGIA;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;2029 - MANUTDAS ATIV DA SEC DE DESENVOLVIMENTOPESSOAL;;3.1.91.13.02 - CONTRIBUIÇÃO PATRONAL PARA O RPPS (EXCETO A INCIDENTE SOBRE O FUNDEB);100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;3828.72;3828.72;1161.79;2666.93;0
2169;3171303;02;261118;2015;-9;2018;10;02 - JUDICIÁRIA;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;2025 - MANUT ATIVIDADES DA PROCURADORIA GERALPESSOAL;;3.1.91.13.02 - CONTRIBUIÇÃO PATRONAL PARA O RPPS (EXCETO A INCIDENTE SOBRE O FUNDEB);100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;1978.98;1978.98;1846.48;132.5;0
2169;3171303;02;261147;2003;1;2018;1;10 - SAÚDE;301 - ATENÇÃO BÁSICA;0008 - PROMOVER O ACESSO DA POPULACAO NA SAUDE BASICA;2063 - MANUT DAS ATIVIDADES DO TFD;;3.3.90.39.00 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;102 - RECEITAS DE IMPOSTOS E DE TRANSFERÊNCIAS DE IMPOSTOS VINCULADOS À SAÚDE;NÃO INFORMADO;5000;0;0;0;0;0;0;0
2169;3171303;02;261156;2007;2;2018;12;08 - ASSISTÊNCIA SOCIAL;244 - ASSISTÊNCIA COMUNITÁRIA;0025 - ASSISTIR AS FAMILIAS CARENTES DE VICOSA;2155 - MANUTDO PISO SOCIAL ESPECIAL DE MEDIA COMPLEXIDAD;;3.3.90.39.00 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;129 - TRANSFERÊNCIAS DE RECURSOS DO FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL (FNAS);NÃO INFORMADO;0;0;4000;0;0;0;0;0
2172;3171303;05;261145;5001;2;2018;10;09 - PREVIDÊNCIA SOCIAL;122 - ADMINISTRAÇÃO GERAL;0403 - GESTAO ADMINISTRATIVA DO FUNDO PREVIDENCIARIO;8011 - MANUTENCAO DO COMITE DE INVEST E CONSELHOS  FP;;3.3.90.36.40 - JETONS A CONSELHEIROS;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;0;441.81;441.81;0;-441.81
2169;3171303;02;261150;2010;5;2018;10;13 - CULTURA;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;2047 - MANUT DOS BENSSERV DO DEPTO DE CULTURA;;3.3.90.39.99 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;7001.71;70.64;0;70.64;6931.07
2170;3171303;03;261131;3001;-9;2018;4;17 - SANEAMENTO;122 - ADMINISTRAÇÃO GERAL;0021 - INCENTIVO AO TURISMO NO MUNICIPIO;8501 - MANUTENCAO DOS SERVICOS ADMINISTRATIVOS;;3.3.90.39.99 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;0;415;415;0;-415
2169;3171303;02;261114;2011;-9;2018;4;04 - ADMINISTRAÇÃO;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;2019 - MANUTENCAO DO SUBSIDIO DO SEC DE FINANCAS;;3.1.90.13.03 - CONTRIBUIÇÃO PATRONAL PARA O INSS (EXCETO A INCIDENTE SOBRE O FUNDEB);100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;1305.42;1305.42;1305.42;0;0
2168;3171303;01;261138;1004;-9;2018;3;01 - LEGISLATIVA;031 - AÇÃO LEGISLATIVA;0101 - PROCESSO LEGISLATIVO;4016 - MANUTENÇAO DA ESCOLA DO LEGISLATIVO;;3.3.90.30.99 - OUTROS MATERIAIS DE CONSUMO;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;880;880;260;620;0
2169;3171303;02;261156;2007;2;2018;5;08 - ASSISTÊNCIA SOCIAL;244 - ASSISTÊNCIA COMUNITÁRIA;0027 - ASSISTIR AS CRIANCAS E ADOLESCENTES DO MUNICIPIO;2157 - MANUT DAS ATIV DO PISO MINEIRO DE ASSIT SOCIAL;;3.3.90.32.00 - MATERIAL, BEM OU SERVIÇO PARA DISTRIBUIÇÃO GRATUITA;156 - TRANSFERÊNCIAS DE RECURSOS DO FUNDO ESTADUAL DE ASSISTÊNCIA SOCIAL (FEAS);NÃO INFORMADO;0;21000;0;0;0;0;0;0
2169;3171303;02;261140;2003;2;2018;3;10 - SAÚDE;301 - ATENÇÃO BÁSICA;0008 - PROMOVER O ACESSO DA POPULACAO NA SAUDE BASICA;2066 - MANUT DA ASSISTENCIA MEDICA E ODONTOLOGICA;;3.1.90.16.00 - OUTRAS DESPESAS VARIÁVEIS - PESSOAL CIVIL;148 - TRANSFERÊNCIAS DE RECURSOS DO SUS PARA ATENÇÃO BÁSICA;NÃO INFORMADO;0;0;10000;0;0;0;0;0
2169;3171303;02;261168;2004;3;2018;11;12 - EDUCAÇÃO;361 - ENSINO FUNDAMENTAL;0001 - APOIO ADMINISTRATIVO;2010 - REM DE DOC PROFISSIONAIS DA EDUCACAO;;3.1.90.16.00 - OUTRAS DESPESAS VARIÁVEIS - PESSOAL CIVIL;118 - TRANSFERÊNCIAS DO FUNDEB PARA APLICAÇÃO NA REMUNERAÇÃO DOS PROFISSIONAIS DO MAGISTÉRIO EM EFETIVO EXERCÍCIO NA EDUCAÇÃO BÁSICA;NÃO INFORMADO;0;105700;0;168410.55;168410.55;168694.72;-284.17;0
2169;3171303;02;261159;2004;1;2018;4;12 - EDUCAÇÃO;306 - ALIMENTAÇÃO E NUTRIÇÃO;0014 - GARANTIR MERENDA PARA OS ALUNOS DA REDE PUBLICA;2084 - MANUTDA MERENDA ESCOLAR ENSINO INFANTIL RECVINC;;3.3.90.30.07 - GÊNEROS DE ALIMENTAÇÃO;144 - TRANSFERÊNCIAS DE RECURSOS DO FNDE REFERENTES AO PROGRAMA NACIONAL DE ALIMENTAÇÃO ESCOLAR (PNAE);NÃO INFORMADO;0;0;0;0;20215.76;0;20215.76;-20215.76
2169;3171303;02;261146;2002;2;2018;10;04 - ADMINISTRAÇÃO;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;2036 - MANUT DO BENSSERV COMUNS A TODAS AS SECRETARIAS;;3.3.90.30.16 - MATERIAL DE EXPEDIENTE;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;0;3372;4982.2;-1610.2;-3372
2170;3171303;03;261131;3001;-9;2018;1;17 - SANEAMENTO;122 - ADMINISTRAÇÃO GERAL;0021 - INCENTIVO AO TURISMO NO MUNICIPIO;8501 - MANUTENCAO DOS SERVICOS ADMINISTRATIVOS;;3.3.90.36.00 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;60000;0;0;0;0;0;0;0
2169;3171303;02;261166;2014;2;2018;1;14 - DIREITOS DA CIDADANIA;422 - DIREITOS INDIVIDUAIS, COLETIVOS E DIFUSOS;0040 - PROMOVER OS DIREITOS DAS MULHERES;2191 - MANUT FUNDO CONSELHO MUN DOS DIREITOS DA MULHER;;3.3.90.36.00 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;5000;0;0;0;0;0;0;0
2169;3171303;02;261169;2004;2;2018;12;12 - EDUCAÇÃO;361 - ENSINO FUNDAMENTAL;0001 - APOIO ADMINISTRATIVO;2041 - MANUT DOS BENSSERV DO ENSINO FUNDAMENTAL;;3.3.90.36.00 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;101 - RECEITAS DE IMPOSTOS E DE TRANSFERÊNCIAS DE IMPOSTOS VINCULADOS À EDUCAÇÃO;NÃO INFORMADO;0;0;5000;0;0;0;0;0
2169;3171303;02;261146;2002;2;2018;9;04 - ADMINISTRAÇÃO;845 - OUTRAS TRANSFERÊNCIAS;0000 - ENCARGOS ESPECIAIS;0001 - MANUTENCAO DO CONVENIO COM A AMM;;3.3.70.41.00 - CONTRIBUIÇÕES;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;0;1858;1858;0;-1858
2169;3171303;02;261114;2011;-9;2018;8;04 - ADMINISTRAÇÃO;122 - ADMINISTRAÇÃO GERAL;0000 - ENCARGOS ESPECIAIS;0031 - AMORTIZACAO DO FINANCIAMENTO DA ETA II;;4.6.90.71.00 - PRINCIPAL DA DÍVIDA CONTRATUAL RESGATADO;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;50000;0;0;0;0;0
2169;3171303;02;261156;2007;2;2018;2;08 - ASSISTÊNCIA SOCIAL;244 - ASSISTÊNCIA COMUNITÁRIA;0025 - ASSISTIR AS FAMILIAS CARENTES DE VICOSA;2154 - MANUTENCAO DO BLOCO PISO SOCIAL BASICO;;3.1.90.04.99 - OUTROS;129 - TRANSFERÊNCIAS DE RECURSOS DO FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL (FNAS);NÃO INFORMADO;0;0;0;9323;9323;10741.49;-1418.49;0
2168;3171303;01;261137;1002;-9;2018;9;01 - LEGISLATIVA;031 - AÇÃO LEGISLATIVA;0101 - PROCESSO LEGISLATIVO;4006 - MANUTENCAO FOLHA DE PAGAMENTOS CARGOS EM COMISSAO;;3.1.90.11.05 - PESSOAL DE CARGO COMISSIONADO, EXCETO FUNDEB;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;0;45770.01;30844.3;14925.71;-45770.01
2169;3171303;02;261119;2012;-9;2018;2;04 - ADMINISTRAÇÃO;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;2049 - MANUT DOS BENSSERV DA SECRETARIA DE FAZENDA;;3.3.90.35.00 - SERVIÇOS DE CONSULTORIA;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;86980;0;0;0;0;0;0
2169;3171303;02;261150;2010;5;2018;10;13 - CULTURA;812 - DESPORTO COMUNITÁRIO;0024 - PROMOVER O DESPORTO PARA A POPULACAO;2166 - MANUT BENSSERV DO DEPTO DE ESPORTE E LAZER;;3.3.90.39.43 - SERVIÇOS DE TELECOMUNICAÇÕES;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;0;94.7;84.22;10.48;-94.7
2170;3171303;03;261132;3002;-9;2018;10;17 - SANEAMENTO;512 - SANEAMENTO BÁSICO URBANO;0447 - ABASTECIMENTO DE AGUA;8502 - OPERACAO MANUTENCAO DO SISTEMA AGUA;;3.1.90.16.00 - OUTRAS DESPESAS VARIÁVEIS - PESSOAL CIVIL;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;15882.39;15882.39;15882.39;0;0
2169;3171303;02;261140;2003;2;2018;8;10 - SAÚDE;122 - ADMINISTRAÇÃO GERAL;0008 - PROMOVER O ACESSO DA POPULACAO NA SAUDE BASICA;2059 - MANUT BLOCO DE GESTAO DO SUS;;3.3.90.30.34 - MATERIAL LABORATORIAL;152 - TRANSFERÊNCIAS DE RECURSOS DO SUS PARA GESTÃO DO SUS;NÃO INFORMADO;0;0;0;1441.92;4407.08;4407.08;0;-2965.16
2168;3171303;01;261135;1001;-9;2018;6;01 - LEGISLATIVA;031 - AÇÃO LEGISLATIVA;0101 - PROCESSO LEGISLATIVO;4002 - VIAGENS, APERFEIÇOAMENTO E CAPACITAÇAO VEREADORES;;3.3.90.93.01 - INDENIZAÇÕES E RESTITUIÇÕES DE VEREADORES;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;160.2;160.2;160.2;0;0
2169;3171303;02;261169;2004;2;2018;3;12 - EDUCAÇÃO;306 - ALIMENTAÇÃO E NUTRIÇÃO;0014 - GARANTIR MERENDA PARA OS ALUNOS DA REDE PUBLICA;2085 - MANUT DA MERENDA ESCOLAR ENSINO FUNDAMENTALRP;;3.3.90.30.07 - GÊNEROS DE ALIMENTAÇÃO;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;0;11245.8;0;11245.8;-11245.8
2169;3171303;02;261165;2003;3;2018;1;10 - SAÚDE;244 - ASSISTÊNCIA COMUNITÁRIA;0001 - APOIO ADMINISTRATIVO;2122 - MANUT DO FUNDO MUNICIPAL DE POLITICAS ANTIDROGAS;;3.1.90.04.00 - CONTRATAÇÃO POR TEMPO DETERMINADO;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;5000;0;0;0;0;0;0;0
